url_id,company_id,company_name,company_url,url_type,url,article_type,article_date,article_title,article_url,is_new
Axa@ニュースリリース@news_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,ニュースリリース,https://www.axa.co.jp/news/2026,ニュースリリース,2026-03-09,アクサ生命、10 年連続で「健康経営優良法人・大規模法人部門（ホワイト 500）」に認定,https://www2.axa.co.jp/info/news/2026/pdf/260309.pdf,False
Axa@ニュースリリース@news_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,ニュースリリース,https://www.axa.co.jp/news/2026,ニュースリリース,2026-03-04,アクサ生命の役員人事について,https://www2.axa.co.jp/info/news/2026/pdf/260304.pdf,False
Axa@ニュースリリース@news_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,ニュースリリース,https://www.axa.co.jp/news/2026,ニュースリリース,2026-02-27,アクサ生命、『ユニット・リンク』シリーズへ 新特約を追加し保障機能を強化,https://www2.axa.co.jp/info/news/2026/pdf/260227.pdf,False
Axa@ニュースリリース@news_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,ニュースリリース,https://www.axa.co.jp/news/2026,ニュースリリース,2026-02-16,アクサ生命、2025 年度第 3 四半期の業績を発表,https://www2.axa.co.jp/info/news/2026/pdf/260216.pdf,False
Axa@ニュースリリース@news_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,ニュースリリース,https://www.axa.co.jp/news/2026,ニュースリリース,2026-01-30,アクサ生命の部長人事について,https://www2.axa.co.jp/info/news/2026/pdf/260130.pdf,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-07-13,令和8年7月滋賀県甲賀市の土砂崩れにより被災されたみなさまへ,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-07-10,「ご契約内容のお知らせ」および「生命保険料控除証明書」送付時期変更のお知らせ,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-06-30,システムメンテナンスのお知らせ（2026年7月度）,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-06-25,令和8年6月24日からの大雨に伴う災害により被災されたみなさまへ,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-06-16,弊社元営業社員による金銭の詐取等に関するお詫びとお願い,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-05-29,システムメンテナンスのお知らせ（2026年6月度）,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-04-30,システムメンテナンスのお知らせ（2026年5月度）,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-04-23,令和８年岩手県大槌町の林野火災により被災されたみなさまへ,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-03-31,システムメンテナンスのお知らせ（2026年4月度）,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-03-23,特別勘定の取扱変更のお知らせ,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-02-27,システムメンテナンスのお知らせ（2026年3月度）,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-01-30,令和8年1月21日からの大雪により被災されたみなさまへ,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-01-30,システムメンテナンスのお知らせ（2026年2月度）,https://www.axa.co.jp/info/2026,False
Axa@重要なお知らせ@info_2026,Axa,アクサ生命保険株式会社,https://www.axa.co.jp,重要なお知らせ,https://www.axa.co.jp/info/2026,重要なお知らせ,2026-01-27,1月29日更新：【サービス再開のご案内】お客さま専用マイページ「MyAXA」（保険金／保険料の減額・特約解約）の緊急メンテナンスについて,https://www.axa.co.jp/info/2026,False
